"id","username","location","relationship_type","target"
21726,"indogo72","Canada","follower","garrison60"
21727,"drfqs","","follower","garrison60"
21728,"xiaomifeng","","follower","garrison60"
21729,"texasterryb45","Texas","follower","garrison60"
21730,"freedomforallhq","","follower","garrison60"
21731,"lifeboathq","","follower","garrison60"
21732,"robroy444","Las Vegas","follower","garrison60"
21733,"gettr","New York, NY","following","garrison60"
21734,"epochtimes","New York, USA","following","garrison60"
21735,"stevebannon","DC","following","garrison60"
21736,"warroom","Washington, DC","following","garrison60"
21737,"newsmax","USA","following","garrison60"
21738,"williev1","KENTUCKY  GYPSY","follower","unitedwewin"
21739,"honeybumbles840","Asheville NC","follower","unitedwewin"
21740,"yelihuan","","follower","unitedwewin"
21741,"ztexanz","","follower","unitedwewin"
21742,"tardissc","Florida","follower","unitedwewin"
21743,"andresteven","","follower","unitedwewin"
21744,"deannsmith","","follower","unitedwewin"
21745,"meinv","","follower","unitedwewin"
21746,"grace_2212","","follower","unitedwewin"
21747,"pafedupamerican","Butler PA","follower","unitedwewin"
21748,"idahojim","Idaho","follower","unitedwewin"
21749,"katemorgan_6772","Orlando Fl","follower","unitedwewin"
21750,"sleenalura","","follower","unitedwewin"
21751,"emilybarrie","","follower","unitedwewin"
21752,"jhonwitcher","","follower","unitedwewin"
21753,"patriot16200526","","follower","unitedwewin"
21754,"_1lessbelltoanswer","west coast","follower","unitedwewin"
21755,"samgmcnamee","ohio","follower","unitedwewin"
21756,"wefun","","follower","unitedwewin"
21757,"karenflanagan","MCALLEN 🇨🇱RIO GRANDE VALLEY","follower","unitedwewin"
21758,"sarah826","🇺🇸🇺🇸🇺🇸🇺🇸","follower","unitedwewin"
21759,"supporttrump24_","","follower","unitedwewin"
21760,"silentcal2","","follower","unitedwewin"
21761,"jbfurby","","follower","unitedwewin"
21762,"cyn10","Ny","follower","unitedwewin"
21763,"hopwoodcharlotte60","Washington state","follower","unitedwewin"
21764,"james_1955","","follower","unitedwewin"
21765,"rightwingnews","","follower","unitedwewin"
21766,"justintheory","USA","follower","unitedwewin"
21767,"ellemag","","follower","unitedwewin"
21768,"thinkngadvocate","","follower","unitedwewin"
21769,"tcasfree","People's republic of New York","follower","unitedwewin"
21770,"flygpatriot_of_new_republic","Southern USA, Gulf of America","follower","unitedwewin"
21771,"martincos","","follower","unitedwewin"
21772,"ambermorgan022","","follower","unitedwewin"
21773,"wiscrapidfire","L.Tomahawk/ Minocqua. Wisc.","follower","unitedwewin"
21774,"mcpec_5","","follower","unitedwewin"
21775,"arkaydipu","","follower","unitedwewin"
21776,"yanceyrobin03","Rome Georgia","follower","unitedwewin"
21777,"minimood","","follower","unitedwewin"
21778,"baixuebingqing1","","follower","unitedwewin"
21779,"grahamhodsdon_0","","follower","unitedwewin"
21780,"mato_offiziell","","follower","unitedwewin"
21781,"christianacurran213","ULTRAMAGA","follower","unitedwewin"
21782,"erkansenyigit5","NJ","follower","unitedwewin"
21783,"sexygirl","","follower","unitedwewin"
21784,"sofia_007","florida, USA","follower","unitedwewin"
21785,"kele777","新中国联邦","follower","unitedwewin"
21786,"kate102","","follower","unitedwewin"
21787,"oliveira1473","Gama/Brasil","follower","unitedwewin"
21788,"gettr","New York, NY","following","unitedwewin"
21789,"hatch5150","","following","unitedwewin"
21790,"brohh","","following","unitedwewin"
21791,"0313muffins","Southern Maryland","following","unitedwewin"
21792,"yaltasecrets","","following","unitedwewin"
21793,"jaybaldwin","Miami Florida","following","unitedwewin"
21794,"erin_liu1","USA🇺🇲","following","unitedwewin"
21795,"dannoacton","Butler Co & Columbus,OH ","following","unitedwewin"
21796,"utton","England","following","unitedwewin"
21797,"tbensman","Austin, Texas","following","unitedwewin"
21798,"ztexanz","","following","unitedwewin"
21799,"tomrooneytravel","Sydney","following","unitedwewin"
21800,"litran","","following","unitedwewin"
21801,"usatrumpwon2020","Boca Raton, Florida","following","unitedwewin"
21802,"bigotbackbetter","United Kingdom","following","unitedwewin"
21803,"charles_1568","North Carolina","following","unitedwewin"
21804,"kennicott5","Camano Island, Washington","following","unitedwewin"
21805,"profrich","🇺🇸","following","unitedwewin"
21806,"kaifengwang","","following","unitedwewin"
21807,"karilake","Phoenix & Pine, AZ","following","unitedwewin"
21808,"benbergquam","","following","unitedwewin"
21809,"xgqloveb","NFSC","following","unitedwewin"
21810,"fightwithkash","","following","unitedwewin"
21811,"jeffreyjess2","Taxes","following","unitedwewin"
21812,"libertysredoubt","New Jersey","following","unitedwewin"
21813,"katdog61","Jacksonville NC","following","unitedwewin"
21814,"freewill","Himalaya  Patriot’s CA🇺🇸","following","unitedwewin"
21815,"alexantic","South Australia","following","unitedwewin"
21816,"electionwizard","The Swamp","following","unitedwewin"
21817,"dailyclout","New York","following","unitedwewin"
21818,"dloesch","Texas, USA","following","unitedwewin"
21819,"patricia_1610","🇺🇸🇺🇸","following","unitedwewin"
21820,"jenniferjoannaaniston","BEL AIR","following","unitedwewin"
21821,"1stamendment45","United States of America","following","unitedwewin"
21822,"who_s_counting","","following","unitedwewin"
21823,"jeremyherrell","NH, USA","following","unitedwewin"
21824,"oscarelblue","Tijuana, BC Mexico","following","unitedwewin"
21825,"president_dt","","following","unitedwewin"
21826,"russocpa","FLORIDA","following","unitedwewin"
21827,"themiamibulletin","Miami, Florida","following","unitedwewin"
21828,"joeroganforever","","following","unitedwewin"
21829,"kathygyngelltcw","","following","unitedwewin"
21830,"shadowpup007","","following","unitedwewin"
21831,"shadowllcb","Clown Town USA","following","unitedwewin"
21832,"pdt_trump","","following","unitedwewin"
21833,"proudpatriots24","","following","unitedwewin"
21834,"mcbridelawnyc","NYC & Palm Beach","following","unitedwewin"
21835,"candy","Take down the CCP!","following","unitedwewin"
21836,"maga_2024_news","","following","unitedwewin"
21837,"candaceo2024","","following","unitedwewin"
21838,"jbfurby","","follower","marymarg"
21839,"cj198616_","美国纽约曼哈顿","follower","marymarg"
21840,"mediamaker","Orion","follower","marymarg"
21841,"lorrainedallas","Ohio","follower","marymarg"
21842,"justintheory","USA","follower","marymarg"
21843,"place_0449","","follower","marymarg"
21844,"liquidmagmaa","American Sovereignty🗽🇺🇸","follower","marymarg"
21845,"tony_lawrence","Minnesota","follower","marymarg"
21846,"republican_partynews","","follower","marymarg"
21847,"reportertrump2024","","follower","marymarg"
21848,"evensta","CommiePORNia","follower","marymarg"
21849,"beatles1965jad","Sun Shine State","follower","marymarg"
21850,"sakula","NFSC","follower","marymarg"
21851,"operationfollow","⬇️Join @OHMichael’s Meme Group","follower","marymarg"
21852,"destin3838","P-cola FL.","follower","marymarg"
21853,"pissedoffazvet","AZ  STOP THE STEAL!","follower","marymarg"
21854,"liquidwah","Sovereign country (China)","follower","marymarg"
21855,"tl1413","","follower","marymarg"
21856,"huyidao","NYC,NY","follower","marymarg"
21857,"hommondkeishana","USA","follower","marymarg"
21858,"sexygirl","","follower","marymarg"
21859,"chrisyoung4738","","follower","marymarg"
21860,"kara4you_","California","follower","marymarg"
21861,"jessicaclangston1","United States","follower","marymarg"
21862,"christopherburnett","","follower","marymarg"
21863,"robert321","","follower","marymarg"
21864,"hkz286","","follower","marymarg"
21865,"evayan","Los Angles","follower","marymarg"
21866,"dogday","","follower","marymarg"
21867,"blessedpapa","wisconsin","follower","marymarg"
21868,"mansure_7","——TᗩKE ᗪOᗯᑎ TᕼE ᑕᑕᑭ—— 🫵🏻","follower","marymarg"
21869,"zhangwenbing999","","follower","marymarg"
21870,"zhihuihai","日本","follower","marymarg"
21871,"erryan","Canada","follower","marymarg"
21872,"orscheli","","follower","marymarg"
21873,"veronica2000","Chicago","follower","marymarg"
21874,"grace05","","follower","marymarg"
21875,"nilapetj","","follower","marymarg"
21876,"conservativereport","United States","follower","marymarg"
21877,"keiko1104","Tampa Florida","follower","marymarg"
21878,"lorasaltis","","follower","marymarg"
21879,"natpostnews_com","Colorado","follower","marymarg"
21880,"liang777","","follower","marymarg"
21881,"fatima_italia","Florida","follower","marymarg"
21882,"thomasjq","𝐇𝐢𝐥𝐥𝐬𝐝𝐚𝐥𝐞, 𝐌𝐈","follower","marymarg"
21883,"kcmott","🇺🇸","follower","marymarg"
21884,"ohmichael","⬇️Join @OHMichael’s Meme Group","follower","marymarg"
21885,"kaifengwang","","follower","marymarg"
21886,"peetbrave834","","follower","marymarg"
21887,"freespirit31","Dublin Ireland","follower","marymarg"
21888,"gettr","New York, NY","following","marymarg"
21889,"rsbnetwork","Auburn, AL","following","marymarg"
21890,"irishpatriot54","Castaic Junction, Ca.","following","marymarg"
21891,"hollowdumpling","Ireland","following","marymarg"
21892,"cdm__","USA","following","marymarg"
21893,"anonsoldier","","following","marymarg"
21894,"ben_scallan","","following","marymarg"
21895,"raymund22","","following","marymarg"
21896,"freeb1rd","Real Irish, livin' in the UK","following","marymarg"
21897,"grannymay","Wexford","following","marymarg"
21898,"temple_derry","","following","marymarg"
21899,"lisa2022_3148","","following","marymarg"
21900,"rfwalkerlogan","","following","marymarg"
21901,"bealbocht","","following","marymarg"
21902,"freespirit31","Dublin Ireland","following","marymarg"
21903,"louderwithcrowder","United States","following","marymarg"
21904,"joanie_38","","following","marymarg"
21905,"patscanlan","","following","marymarg"
21906,"jasonmillerindc","Washington, D.C.","following","marymarg"
21907,"realmattcouch","http://www.faithnfreedoms.com","following","marymarg"
21908,"senronjohnson","Oshkosh, WI","following","marymarg"
21909,"karilake","Phoenix & Pine, AZ","following","marymarg"
21910,"rudygiuliani","New York, NY","following","marymarg"
21911,"madisoncawthorn","NC","following","marymarg"
21912,"jennaellisesq","Free State of Florida","following","marymarg"
21913,"perpetualmaniac","California, USA","following","marymarg"
21914,"robbystarbuck","Nashville, TN","following","marymarg"
21915,"alfdaley","ENGLAND","following","marymarg"
21916,"oann","","following","marymarg"
21917,"jimmylevy","","following","marymarg"
21918,"awakenwithjp","Texas","following","marymarg"
21919,"rustyrockets","","following","marymarg"
21920,"joerogan","","following","marymarg"
21921,"daverubin","🇺🇸🇺🇸🇺🇸","following","marymarg"
21922,"brandonstraka","New York, USA","following","marymarg"
21923,"infowars","Austin, Texas","following","marymarg"
21924,"warroom","Washington, DC","following","marymarg"
21925,"diamondandsilk","","following","marymarg"
21926,"nataliegwinters","Washington, D.C.","following","marymarg"
21927,"savannahacraven","Myrtle Beach, SC","following","marymarg"
21928,"jackposobiec","Wuhan Lab Rm 7","following","marymarg"
21929,"tulsigabbard","Hawai'i","following","marymarg"
21930,"marymargareto","DC","following","marymarg"
21931,"johnwaters","Co Roscommon, Ireland","following","marymarg"
21932,"realpnavarro","Washington, Forced VAX Ghetto","following","marymarg"
21933,"themelkshow","Manhattan, NYC","following","marymarg"
21934,"stevebannon","DC","following","marymarg"
21935,"marimarg","","following","marymarg"
21936,"marymag","","following","marymarg"
21937,"marionawfal","Dubai","follower","texastoast22"
21938,"operationfollow","⬇️Join @OHMichael’s Meme Group","follower","texastoast22"
21939,"athena456","Miami, Florida","follower","texastoast22"
21940,"daniellejimbrian","","follower","texastoast22"
21941,"sarahanna0838","USA","follower","texastoast22"
21942,"rhondabritt_9248","Uk Manchester","follower","texastoast22"
21943,"jojobirong","","follower","texastoast22"
21944,"saraw01","West Virginia","follower","texastoast22"
21945,"botao","NYC.NY","follower","texastoast22"
21946,"emily0777","","follower","texastoast22"
21947,"britishpatriot1","United  Kingdom","follower","texastoast22"
21948,"xinwen410410","","follower","texastoast22"
21949,"y7777","天上白玉京","follower","texastoast22"
21950,"mayflower4733","","follower","texastoast22"
21951,"chinaxwest","","follower","texastoast22"
21952,"jmundt","Nazi Oregon","follower","texastoast22"
21953,"mikedpaton01","United Kingdom","follower","texastoast22"
21954,"daggerninja_knives","Italy","follower","texastoast22"
21955,"windygaga","","follower","texastoast22"
21956,"samchanbo","","follower","texastoast22"
21957,"dr_cbyron","HAWAII 🌺IDAHO 🇺🇸ISRAEL 🇮🇱","follower","texastoast22"
21958,"timeline","","follower","texastoast22"
21959,"rhonda_1221","United Kingdom","follower","texastoast22"
21960,"rhondabritt","Uk 🇬🇧","follower","texastoast22"
21961,"yisheng20110906","","follower","texastoast22"
21962,"alishanamlas","Las Vegas Nevada","follower","texastoast22"
21963,"empressvrg","","follower","texastoast22"
21964,"juniorjumper9","","follower","texastoast22"
21965,"mellisamitchell2122","","follower","texastoast22"
21966,"joygold106771","United States","follower","texastoast22"
21967,"adan1352","","follower","texastoast22"
21968,"roselinecara","","follower","texastoast22"
21969,"xmly14","NYC,NY","follower","texastoast22"
21970,"jaygol","","follower","texastoast22"
21971,"ygqfyxmg","","follower","texastoast22"
21972,"chinaxworld","","follower","texastoast22"
21973,"bradleyczajka","Billionaires Row","follower","texastoast22"
21974,"wentongyi2022","新中国联邦","follower","texastoast22"
21975,"aquiessearth","","follower","texastoast22"
21976,"wu9677","","follower","texastoast22"
21977,"kele777","新中国联邦","follower","texastoast22"
21978,"hatch5150","","follower","texastoast22"
21979,"wang_888","欢迎加入墨尔本【雅典娜农场】⬇️","follower","texastoast22"
21980,"gregloucks","🇺🇸 USA","follower","texastoast22"
21981,"larhondagiven","","follower","texastoast22"
21982,"weii6859","USA","follower","texastoast22"
21983,"wwan0902","","follower","texastoast22"
21984,"mu274199","","follower","texastoast22"
21985,"wei6859","歡迎來到 墨爾本《雅典娜農場》👇","follower","texastoast22"
21986,"emark0179","Berlin Germany 🇩🇪","follower","texastoast22"
21987,"gettr","New York, NY","following","texastoast22"
21988,"timeline","","following","texastoast22"
21989,"dr_cbyron","HAWAII 🌺IDAHO 🇺🇸ISRAEL 🇮🇱","following","texastoast22"
21990,"rhondabritt","Uk 🇬🇧","following","texastoast22"
21991,"amandahead","Los Angeles","following","texastoast22"
21992,"mellisamitchell2122","","following","texastoast22"
21993,"roselinecara","","following","texastoast22"
21994,"jaygol","","following","texastoast22"
21995,"cobratate","","following","texastoast22"
21996,"weii6859","USA","following","texastoast22"
21997,"gregloucks","🇺🇸 USA","following","texastoast22"
21998,"hatch5150","","following","texastoast22"
21999,"5atton","","following","texastoast22"
22000,"angelina_davis299","","following","texastoast22"
22001,"johnstrand","Los Angeles + Naples FL","following","texastoast22"
22002,"johnthegreek","West Babylon, Ny","following","texastoast22"
22003,"joshuabunker_4473","USA","following","texastoast22"
22004,"tabithakurt4t","","following","texastoast22"
22005,"mayasile","Illinois","following","texastoast22"
22006,"layla_4724","","following","texastoast22"
22007,"mrakgorazd02","Texas","following","texastoast22"
22008,"margery","","following","texastoast22"
22009,"bonnieaudrey","","following","texastoast22"
22010,"seanhannity","NYC","following","texastoast22"
22011,"joetalkshow","San Antonio, TX","following","texastoast22"
22012,"oldrowoutdoors","","following","texastoast22"
22013,"v_hawtmess01","","following","texastoast22"
22014,"melanierobert","United state","following","texastoast22"
22015,"javelin1969","🍁🤡 Clown Land Canada 🤡🍁","following","texastoast22"
22016,"maggieadair11","","following","texastoast22"
22017,"thedaniashow","USA","following","texastoast22"
22018,"marievanzandt","Caliiiiiii","following","texastoast22"
22019,"lovemyliberty","","following","texastoast22"
22020,"anniemay00","Ute","following","texastoast22"
22021,"andrewwkoenigs","Emporia","following","texastoast22"
22022,"landonjj","Omaha NE","following","texastoast22"
22023,"redbloodedmom","","following","texastoast22"
22024,"jfstempos","","following","texastoast22"
22025,"marymargareto","DC","following","texastoast22"
22026,"stacyontheright","St. Louis, MO","following","texastoast22"
22027,"maureenmakeup","","following","texastoast22"
22028,"rogersunderlin","Dikinson N.D.","following","texastoast22"
22029,"cptcforsc","Charleston, SC","following","texastoast22"
22030,"stephkerns","","following","texastoast22"
22031,"coffeygirl920","Spokane WA","following","texastoast22"
22032,"jillnicole","","following","texastoast22"
22033,"bat19bill","","following","texastoast22"
22034,"michaeljknowles","Nashville, TN","following","texastoast22"
22035,"sethdillon","Jupiter, FL","following","texastoast22"
22036,"awakenwithjp","Texas","following","texastoast22"
22037,"martinmeinung","","follower","javelin1969"
22038,"cysberg","","follower","javelin1969"
22039,"clarasaint71","United state","follower","javelin1969"
22040,"livmorgan6658","","follower","javelin1969"
22041,"regioeditor","","follower","javelin1969"
22042,"jaytawker","","follower","javelin1969"
22043,"cfaith5","🇺🇸 USA 🇺🇸","follower","javelin1969"
22044,"libertyschild","USA","follower","javelin1969"
22045,"ifight2bfree","California","follower","javelin1969"
22046,"mileshong","日本樱花农场","follower","javelin1969"
22047,"paul_cardona","San Antonio, Texas","follower","javelin1969"
22048,"mercychildrencentre","Uganda","follower","javelin1969"
22049,"free53","NW Arkansas","follower","javelin1969"
22050,"jimtheangry","USA","follower","javelin1969"
22051,"mayorbrandon","Stewart County Tennessee","follower","javelin1969"
22052,"patriotparents","Sunny & Free USA","follower","javelin1969"
22053,"bigfatchopper35","USA","follower","javelin1969"
22054,"intgz_jrj","北京","follower","javelin1969"
22055,"patmanmaga","","follower","javelin1969"
22056,"wenink","𝕹𝕱𝕾𝕮","follower","javelin1969"
22057,"fuever","china","follower","javelin1969"
22058,"not4urpleasure","U-S-A!!!","follower","javelin1969"
22059,"tatorsmom","mo","follower","javelin1969"
22060,"cazmariani","Genève","follower","javelin1969"
22061,"stiveonnow","","follower","javelin1969"
22062,"ttddmn","","follower","javelin1969"
22063,"simpleman_1776","","follower","javelin1969"
22064,"huohuoxiaomayi","日本","follower","javelin1969"
22065,"donnalamphun888","","follower","javelin1969"
22066,"diane720","","follower","javelin1969"
22067,"johne","Gainesville","follower","javelin1969"
22068,"ratchetmn","","follower","javelin1969"
22069,"statuseslink","","follower","javelin1969"
22070,"yanyunfeng","","follower","javelin1969"
22071,"suelister03","","follower","javelin1969"
22072,"rolandfranklin","Tennessee","follower","javelin1969"
22073,"sophiajames558024","","follower","javelin1969"
22074,"iworkinshadows","Ozarks Mountains of Missouri","follower","javelin1969"
22075,"brostevewinter","United States of America","follower","javelin1969"
22076,"peterejkeats","UK","follower","javelin1969"
22077,"chloe888","null","follower","javelin1969"
22078,"americaschristiancu","Glendora, CA","follower","javelin1969"
22079,"chinaxworld","","follower","javelin1969"
22080,"macgirl7","Olive Branch, MS.","follower","javelin1969"
22081,"timomurfy","","follower","javelin1969"
22082,"troutmn17","","follower","javelin1969"
22083,"catlady16","null","follower","javelin1969"
22084,"mogliazzo","","follower","javelin1969"
22085,"wintarz9_4512","Florida","follower","javelin1969"
22086,"ramoncostello","","follower","javelin1969"
22087,"nolove4thenwo","","following","javelin1969"
22088,"clarasaint71","United state","following","javelin1969"
22089,"rodneywaynecarry","","following","javelin1969"
22090,"ifight2bfree","California","following","javelin1969"
22091,"lestermac5","","following","javelin1969"
22092,"gebhardt69","","following","javelin1969"
22093,"sebastian_003","Los angeles","following","javelin1969"
22094,"ochoa123","Texas","following","javelin1969"
22095,"bubmiller","","following","javelin1969"
22096,"lyneperrin","","following","javelin1969"
22097,"stanley777","","following","javelin1969"
22098,"jimmy1960","","following","javelin1969"
22099,"pk12345","Texas","following","javelin1969"
22100,"kyqtzert","","following","javelin1969"
22101,"o52jerrycurtiss","Michigan","following","javelin1969"
22102,"lizzie","","following","javelin1969"
22103,"monicalsaenz","Texas","following","javelin1969"
22104,"tgwff","USA","following","javelin1969"
22105,"not4urpleasure","U-S-A!!!","following","javelin1969"
22106,"nancyvideo","South Carolina","following","javelin1969"
22107,"thorthues","Melbourne","following","javelin1969"
22108,"wolfie556","Warner Robins, Ga","following","javelin1969"
22109,"twenty1st","","following","javelin1969"
22110,"aa319110","","following","javelin1969"
22111,"johne","Gainesville","following","javelin1969"
22112,"wirebrain","Illinois","following","javelin1969"
22113,"rkh1985","","following","javelin1969"
22114,"jwarrick05","","following","javelin1969"
22115,"genoman07","","following","javelin1969"
22116,"kuwimo","San Antonio","following","javelin1969"
22117,"buwi212sw","","following","javelin1969"
22118,"csmroofer","Black Hills","following","javelin1969"
22119,"rolandfranklin","Tennessee","following","javelin1969"
22120,"spartan27","Sarasota","following","javelin1969"
22121,"williedog1624","","following","javelin1969"
22122,"sammie97","california","following","javelin1969"
22123,"sambones17","Florida","following","javelin1969"
22124,"plumtree","","following","javelin1969"
22125,"wyochigrl","","following","javelin1969"
22126,"ratchetmn","","following","javelin1969"
22127,"tonym0421","","following","javelin1969"
22128,"smalltimegambler","","following","javelin1969"
22129,"happycamper90","Tennessee","following","javelin1969"
22130,"mmirabal","","following","javelin1969"
22131,"jimtheangry","USA","following","javelin1969"
22132,"timgb","","following","javelin1969"
22133,"davisposse2","Everywhere 👁️","following","javelin1969"
22134,"peterejkeats","UK","following","javelin1969"
22135,"what3rd","","following","javelin1969"
22136,"stiveonnow","","following","javelin1969"
22137,"95906","","follower","biblechristian"
22138,"kieckcarl","https://twitter.com/KieckCarl","follower","biblechristian"
22139,"ohmichael","⬇️Join @OHMichael’s Meme Group","follower","biblechristian"
22140,"5atton","","follower","biblechristian"
22141,"alijaguar","SCOTLAND🏴󠁧󠁢󠁳󠁣󠁴󠁿","follower","biblechristian"
22142,"real_ataf","AZ+CA+FL+HI+IN+KY+NY+NV+TN+TX","follower","biblechristian"
22143,"sarahleeyona","MS in tupelo","follower","biblechristian"
22144,"claire4119","Scotland","follower","biblechristian"
22145,"mrswinstonsmith","Sydney","follower","biblechristian"
22146,"leadbeater1979","🇬🇧","follower","biblechristian"
22147,"wenly","","follower","biblechristian"
22148,"suzette79","TX","follower","biblechristian"
22149,"shaunvillasmith","Telford UK","follower","biblechristian"
22150,"natallymilanos","California","follower","biblechristian"
22151,"vonromberg","Köln","follower","biblechristian"
22152,"ironhulk1","🇬🇧","follower","biblechristian"
22153,"jessica_allen_6180","Miami Florida","follower","biblechristian"
22154,"idaho444","Northern Idaho 🚨   🇺🇸 🏔 🚂","follower","biblechristian"
22155,"joshswington","london","follower","biblechristian"
22156,"ellie21","USA","follower","biblechristian"
22157,"jennytamilynn","","follower","biblechristian"
22158,"chiefsfanlaura","Tucson, AZ","follower","biblechristian"
22159,"lacyparadise","Texas","follower","biblechristian"
22160,"echochant","","follower","biblechristian"
22161,"homeboy88","texas","follower","biblechristian"
22162,"denisemahoney","","follower","biblechristian"
22163,"farylsmith","","follower","biblechristian"
22164,"ywjfjd","Los Angeles","follower","biblechristian"
22165,"yw123","New York","follower","biblechristian"
22166,"iowasassylass","Iowa","follower","biblechristian"
22167,"wyw626","New York","follower","biblechristian"
22168,"tutuer","","follower","biblechristian"
22169,"coltonthomas","USA","follower","biblechristian"
22170,"limited_govt","","follower","biblechristian"
22171,"christiankafir1","","follower","biblechristian"
22172,"maysland","Illinois","follower","biblechristian"
22173,"plallier","Canada 🇨🇦🌎🌎","follower","biblechristian"
22174,"moviebuff_0805","","follower","biblechristian"
22175,"garretheferret","","follower","biblechristian"
22176,"gettr","New York, NY","following","biblechristian"
22177,"englishbounder","","following","biblechristian"
22178,"claire4119","Scotland","following","biblechristian"
22179,"steve_mcelliott","Palm Springs California","following","biblechristian"
22180,"britishpatriot1","United  Kingdom","following","biblechristian"
22181,"mrswinstonsmith","Sydney","following","biblechristian"
22182,"the_evil_barbie","St Albans 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧","following","biblechristian"
22183,"robinbrayton","Calgary Ab","following","biblechristian"
22184,"vonromberg","Köln","following","biblechristian"
22185,"ivankatrump1","","following","biblechristian"
22186,"donquichotte71","","following","biblechristian"
22187,"anacosther","Los Angeles, California 🇺🇸","following","biblechristian"
22188,"ironhulk1","🇬🇧","following","biblechristian"
22189,"joshswington","london","following","biblechristian"
22190,"jennytamilynn","","following","biblechristian"
22191,"moviebuff_0805","","following","biblechristian"
22192,"annrhodes80","","follower","robes_pierre"
22193,"sally_4105","","follower","robes_pierre"
22194,"yqorodriguez23","","follower","robes_pierre"
22195,"chloe_blowie","","follower","robes_pierre"
22196,"greenanf22","","follower","robes_pierre"
22197,"kimmienguyen","Dallas, TX   USA","follower","robes_pierre"
22198,"cassandrawatts","Cinncinati, Ohio","follower","robes_pierre"
22199,"javierlal","Cinncinati, Ohio","follower","robes_pierre"
22200,"persosarzisch19","","follower","robes_pierre"
22201,"teresaleach","Cinncinati, Ohio","follower","robes_pierre"
22202,"pbj06","","follower","robes_pierre"
22203,"redformans","Shoreline Washington","follower","robes_pierre"
22204,"dad688","South Florida","follower","robes_pierre"
22205,"dwfaulkner","","follower","robes_pierre"
22206,"portuguese30440","United State of America","follower","robes_pierre"
22207,"alexiaterry","","follower","robes_pierre"
22208,"bigfatchopper35","USA","follower","robes_pierre"
22209,"team_trump2024","","follower","robes_pierre"
22210,"tracyfrank","","follower","robes_pierre"
22211,"rachelrose","","follower","robes_pierre"
22212,"capitalistpigs","USA","follower","robes_pierre"
22213,"howardmclainjr","TENNESSEE","follower","robes_pierre"
22214,"xwinkie","Rockland Maine","follower","robes_pierre"
22215,"artsurfer","God's country","follower","robes_pierre"
22216,"loving_liberal","Montana","follower","robes_pierre"
22217,"dayan777","新中国联邦 NFSC","follower","robes_pierre"
22218,"tommyhk","United States 🇺🇸","follower","robes_pierre"
22219,"lisaa123","","follower","robes_pierre"
22220,"dtrumpfans","","follower","robes_pierre"
22221,"moonoversea","USA","follower","robes_pierre"
22222,"juddy4trump","","follower","robes_pierre"
22223,"mikenewz","New Zealand","follower","robes_pierre"
22224,"adairk","Calgary, Alberta, Canada","follower","robes_pierre"
22225,"caringpatriot","","follower","robes_pierre"
22226,"whitleyjonathan","","follower","robes_pierre"
22227,"trumptraingettr","","follower","robes_pierre"
22228,"biancabrady","","follower","robes_pierre"
22229,"robinanderson","","follower","robes_pierre"
22230,"joeysalads","","follower","robes_pierre"
22231,"kh_le","CA, United States","follower","robes_pierre"
22232,"bobbymck","Full time R.V. traveler","follower","robes_pierre"
22233,"medalha","Ortigueira","follower","robes_pierre"
22234,"thetrumppatriot","","follower","robes_pierre"
22235,"colin1965","","follower","robes_pierre"
22236,"lspeakwil","Ct c ya’ HELLO Free FLORIDA 🗽","follower","robes_pierre"
22237,"hotrightwinger","Juno Beach, FL","follower","robes_pierre"
22238,"edroberts","Minneapolis, Minnesota(MN)","follower","robes_pierre"
22239,"steviemurray","","follower","robes_pierre"
22240,"margaretaquino","West Palm Beach, Florida(FL)","follower","robes_pierre"
22241,"sellenamaga","Virginia","follower","robes_pierre"
22242,"gettr","New York, NY","following","robes_pierre"
22243,"thebabylonbee","","following","robes_pierre"
22244,"jamesokeefeiii","New York","following","robes_pierre"
22245,"kristinoem","South Dakota, USA","following","robes_pierre"
22246,"charliekirk11","Phoenix, AZ","following","robes_pierre"
22247,"freebeacon","United States","following","robes_pierre"
22248,"stevebannon","DC","following","robes_pierre"
22249,"rudygiuliani","New York, NY","following","robes_pierre"
22250,"epochtimes","New York, USA","following","robes_pierre"
22251,"realamvoice","13276 East Freemont Place Cent","following","robes_pierre"
22252,"electionwizard","The Swamp","following","robes_pierre"
22253,"benscarson","","following","robes_pierre"
22254,"larryelder","L.A., Calif.","following","robes_pierre"
22255,"mikelindell","USA","following","robes_pierre"
22256,"englishclub","Cambridge, England","following","robes_pierre"
22257,"tnd","United States","following","robes_pierre"
22258,"mtg4america","Rome, Georgia","following","robes_pierre"
22259,"freedomforce","","following","robes_pierre"
22260,"mikepompeo","","following","robes_pierre"
22261,"dineshdsouza","United States","following","robes_pierre"
22262,"nrsc","Washington, D.C.","following","robes_pierre"
22263,"marklevinshow","Underground Bunker","following","robes_pierre"
22264,"warroom","Washington, DC","following","robes_pierre"
22265,"newsmax","USA","following","robes_pierre"
22266,"power777","","follower","geoct"
22267,"cyn10","Ny","follower","geoct"
22268,"tpurity370","Florida","follower","geoct"
22269,"daolai","Free Miles Guo Now !","follower","geoct"
22270,"chrisstella0160","USA🇱🇷🇱🇷🇱🇷","follower","geoct"
22271,"sarahnice_3233","Florida","follower","geoct"
22272,"swindellkacey6","","follower","geoct"
22273,"brendahsnead","","follower","geoct"
22274,"tiffanylawson027","USA 🇺🇸","follower","geoct"
